106_1	What are the most common types of cancer in regards to breast biopsy? What are the most common types of cancer in regards to breast biopsy?
106_2	Once the cancer breaks out, how likely is it to spread? How quickly does cancer spread?
106_3	How deadly is LCIS? How deadly is LCIS?
106_4	What is the deadliness of lobular carcinoma in situ? What is the deadline for lobular carcinoma in situ?
106_5	What are common treatments for lobular carcinoma in situ? What is the treatment of lobular carcinoma in situ?
106_6	How does LCIS behave differently from ALH and LCIS? How does LCIS behave differently from ALH and LCIS?
106_7	What makes lobular cancer distinct from PLCIS? What is the difference between lobular cancer and PLCIS?
106_8	For the first stage of IdC, what are the alternatives to surgery? In the first stage of IdC, what are the alternatives to surgery?
106_9	No, I meant for lobular carcinoma. No, I meant for lobular carcinoma. What is it?
106_10	Does freezing work for breast cancer? How can I decrease the risk of breast cancer by freezing the breast?
107_1	How do I build a cheap driveway? How do I build a cheap driveway?
107_2	Which is cheaper: concrete or asphalt driveways? What is cheaper to do - concrete or asphalt driveways?
107_3	What type of product is the wrong de-icing product? What type of product is the wrong de-icing product?
107_4	Who knew that rock salt was more environmentally friendly? Why is rock salt better for the environment?
107_5	Which type of driveway is better for the environment? What type of driveway is better for the environment?
107_6	And most low-maintenance driveways? What are some low-maintenance driveways?
107_7	What about asphalt driveways? What is an asphalt driveway?
107_8	Is sealing a driveway worth it? Is it worth sealing a driveway?
108_1	How can fires help an ecosystem? How does fire help the ecosystem?
108_2	Give me some examples of how fires help an ecosystem. What are some examples of how fire can help an ecosystem?
108_3	What are other fire-followers in addition to whispering bells? What are some additional fire-followers in addition to whispering bells?
108_4	What are the effects of agriculture on the longleaf pine ecosystem besides fire? What are the effects of agriculture on the longleaf pine ecosystem?
108_5	Can fire cause desertification? How does fire cause desertification?
108_6	What does desertification mean to be tired? What does desertification mean?
108_7	How are organic farming and agroecology related? How is agroecology and organic farming related?
108_8	Does organic farming reduce global warming, and if so, how? Can organic farming reduce global warming?
109_1	Why do cats eat plastic? Why do cats love to eat plastic?
109_2	Will pica kill a cat? How can Pica kill cats?
109_3	Will eating plastic kill my cat? Will eating plastic kill my cat?
109_4	How do I get my cat to stop eating non-food items? How do I get my cat to stop eating non-food?
109_5	Should I get a second cat with pica behavior? Should I get another cat with pica behavior?
109_6	What are your cat's desires? What are your cats' desires?
109_7	What does the slow blink mean for cats? Why do cats slow blink?
110_1	What are the benefits of cow milk? What are the benefits of cows milk?
110_2	I’ve heard cow milk is also made from almonds? Is cows milk made from almonds?
110_3	Which milk is healthiest? What is the healthiest milk for a cow?
110_4	Which of the vegan alternatives is healthiest? Which is the healthiest vegan alternative?
110_5	Can I make soy milk at home? How can you make soy milk at home?
110_6	Why does oat seem popular now? Why is oat milk so popular?
110_7	Which one would be the best to use for my cookies? What is the best cookie cutter to use?
110_8	What would be second best for vegan buttermilk? What can I use as an alternate for vegan buttermilk?
110_9	What is the best in my morning latte? What are the best flavors for latte?
110_10	I didn’t expect hemp milk to contain any micronutrients in significant amounts. Really, hemp? Say more. I didn’t expect hemp milk to contain any micronutrients in significant amounts. Really, hemp? Say more.
111_1	What is the world’s fastest car? What is fastest car in the world?
111_2	What is the first car based on? What was the first car?
111_3	How fast can the unmodified base car of Hennessey Venom GT go? How fast can the Hennessey Venom GT go in the straight line?
111_4	No, I meant the Lotus. No, I meant Lotus. What is its history?
